country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
south_africa,4,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,2,1,3
zambia,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,2,0,0,4
south_africa,4,Alone,0.0,1.0,Meetings_and_Conference,Beach_Tourism,Friends_relatives,Package_Tour,1,1,0,0,0,0,1,6,0,0,5
united_kingdom,4,Alone,0.0,1.0,Business,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,7,0,0,5
india,3,With_Other_Friends/Relatives,1.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,25,0,0,5
china,3,With_Children,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,3,0,1,5
zimbabwe,4,Alone,0.0,1.0,Other,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,3
swizerland,3,Alone,0.0,1.0,Leisure_and_Holidays,Bird_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,7,0,0,3
india,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,11,0,0,0
burundi,1,Alone,0.0,0.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,4,0,0,4
south_africa,4,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,2,8,1,1
italy,3,With_Children,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,0,0,1,0,0,8,1,0
united_states_of_america,3,With_Children,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,11,0,1,1
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,3,0,1,1
united_kingdom,4,With_Other_Friends/Relatives,10.0,13.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,1,0,8,0,0,2
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,10,0,0,1
qatar,3,With_Children,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,0,0,0,0,0,0,0,0,7,1,0
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,8,6,1,0
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,0,1,0,1,6,0,1,5
brazil,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,4,1,1
canada,4,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,13,8,1,1
united_states_of_america,3,With_Other_Friends/Relatives,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,0,0,0,8,0,1,1
united_states_of_america,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,12,0,1,0
nigeria,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,21,0,0,5
zambia,1,Alone,0.0,1.0,Business,Wildlife_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,5,0,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,0,0,0,0,0,7,1,5
united_states_of_america,3,With_Other_Friends/Relatives,3.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,0,1,1
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,14,1,1
spain,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,3,0,1,0
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,10,7,1,0
belgium,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,10,5,1,5
france,3,With_Other_Friends/Relatives,1.0,2.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,16,5,1,1
united_kingdom,3,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,12,8,1,0
austria,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,7,3,1,5
turkey,3,Alone,1.0,0.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,1,4
united_states_of_america,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,1,1,0,0,0,0,0,2,0,0,5
south_africa,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,5
ireland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,1
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,8,3,1,5
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,12,0,1,1
poland,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,0,1,1,1,0,0,0,1,10,1,0
uganda,0,With_Other_Friends/Relatives,0.0,1.0,Other,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,4
uganda,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,4
united_kingdom,1,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,0,0,0
india,4,With_Other_Friends/Relatives,2.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,5
chile,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,6,8,1,5
romania,4,With_Spouse_and_Children,1.0,3.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,5,1,1
germany,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,0,14,1,0
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,10,0,1,0
germany,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,23,14,1,0
norway,3,Alone,1.0,0.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,5,1,0,4
belgium,3,Alone,0.0,2.0,Meetings_and_Conference,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,10,0,0,5
south_africa,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,7,0,1
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,7,0,0,1
united_kingdom,3,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,11,0,1,0
qatar,3,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,0,13,10,0,1
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,0,1,5
kenya,3,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,1,3
uae,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,4,0,0,1
united_kingdom,3,With_Spouse,3.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,28,0,0,3
india,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,4
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,0,0,5,11,1,1
australia,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,5,1,5
mexico,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,0,1,1
france,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,0,0,14,0,1,1
france,3,With_Spouse_and_Children,4.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,0,0,0,4,1,1
zambia,3,With_Spouse,1.0,1.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,0,4
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,5,5,0,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,0
united_kingdom,4,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,0,3
united_kingdom,5,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,24,0,0,5
zimbabwe,4,Alone,0.0,1.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,7,1,5
swizerland,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,15,5,1,5
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,1,2,0,1,1
israel,5,With_Children,3.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,3,0,1,1
canada,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,14,0,1,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,1
zambia,3,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,5
zambia,4,Alone,0.0,3.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,5
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,6,4,1,1
italy,5,Alone,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,11,0,1,1
france,5,With_Spouse_and_Children,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,6,5,1,1
south_africa,4,Alone,0.0,1.0,Meetings_and_Conference,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,1,5
canada,4,None,0.0,1.0,Volunteering,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,0,1,0,0,0,22,0,1,0
united_states_of_america,3,Alone,0.0,1.0,Business,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,5,0,1,5
united_kingdom,3,Alone,1.0,0.0,Leisure_and_Holidays,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,11,1,5
united_states_of_america,1,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,1,0
china,3,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,0,0,0,4,0,1,3
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,7,0,1,5
australia,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,10,0,1,0
south_africa,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Package_Tour,1,1,1,0,1,1,0,6,0,0,1
united_states_of_america,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,3,0,0
spain,3,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,15,4,1,5
poland,4,With_Spouse,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,0,1,0
canada,4,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,1,3,0,1,0
united_kingdom,3,With_Spouse_and_Children,4.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,49,0,0,5
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,0,1,1
italy,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
australia,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,5
burundi,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,3,0,1,4
south_africa,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,13,1,0
india,3,None,0.0,1.0,Business,Bird_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,22,0,1,0
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,1,8,5,1,1
burundi,3,With_Other_Friends/Relatives,2.0,0.0,Meetings_and_Conference,Hunting_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,2,0,0,4
zambia,1,Alone,0.0,1.0,Business,Wildlife_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,5,0,1,3
italy,3,With_Spouse_and_Children,2.0,4.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,0,1,1,1,1,1,1,5,6,1,1
france,3,With_Spouse_and_Children,1.0,3.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,0,10,1,1
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,13,0,1,1
united_states_of_america,1,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,55,0,1,5
italy,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,18,0,1,1
austria,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,3,1,1
spain,3,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,30,3,1,5
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,3,0,1,1
zambia,3,None,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,4
turkey,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,8,3,1,3
colombia,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,1,5
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,14,0,0,1
germany,1,Alone,0.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,14,0,1,3
kenya,0,Alone,1.0,0.0,Scientific_and_Academic,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,13,0,0,4
italy,4,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,0,0,0,0,14,1,0
denmark,3,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,6,1,3
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Business,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,0,0,0,19,1,5
greece,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,4,0,5
comoro,4,Alone,0.0,1.0,Other,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,0,3
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,8,9,1,1
canada,3,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,25,5,0,5
austria,4,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,6,1,1
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,0,1,1
oman,4,With_Other_Friends/Relatives,6.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,21,0,0,5
germany,1,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,26,0,1,3
italy,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,0,0,7,0,0,0
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,3,0,1
united_states_of_america,5,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,0,16,0,1,1
united_kingdom,1,Alone,1.0,0.0,Volunteering,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,30,0,1,0
united_kingdom,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,15,0,0,0
south_africa,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,28,8,1,0
norway,4,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,6,0,0,5
united_kingdom,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,1,1,0,1,1,0,0,9,0,1,0
seychelles,3,With_Other_Friends/Relatives,1.0,0.0,Meetings_and_Conference,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,15,0,1,5
denmark,5,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,1,1,1,1,0,16,0,0,1
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,0,0,0,10,3,1,5
italy,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,6,1,1
france,3,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,0,5
belgium,1,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,4,1,0
denmark,1,With_Other_Friends/Relatives,2.0,2.0,Scientific_and_Academic,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,15,7,1,4
uae,3,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,16,0,0,5
united_states_of_america,3,With_Children,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,5,0,1,2
united_kingdom,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,14,0,1,5
ireland,4,With_Children,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,12,0,1,0
congo,3,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
kenya,3,With_Spouse_and_Children,1.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,4
south_africa,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,8,0,0,5
uganda,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,36,0,0,4
south_africa,3,With_Spouse,1.0,0.0,Business,Bird_Tourism,Others,Independent,0,0,0,0,0,0,0,5,0,0,5
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,50,10,1,0
kenya,4,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,4
spain,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,4
poland,4,With_Other_Friends/Relatives,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,0,1,1
kenya,4,With_Spouse,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Radio_TV_Web,Package_Tour,1,1,1,0,0,0,0,0,5,1,0
zambia,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,5
uae,4,Alone,0.0,1.0,Leisure_and_Holidays,Business,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,5
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,7,7,1,1
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,16,0,1,1
sweden,3,With_Other_Friends/Relatives,4.0,2.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,10,1,5
germany,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,42,0,0,5
united_kingdom,5,With_Other_Friends/Relatives,2.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,3
france,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,1,1
italy,3,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,20,0,1
united_kingdom,4,Alone,0.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,4,1,3
united_states_of_america,3,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,26,5,1,0
